sqft_living,sqft_lot,floors,sqft_above
1680,7620,1.0,1180
1030,8164,1.0,1030
1630,7700,1.0,1120
2610,12180,1.0,1670
1250,8520,1.0,1250
1480,11200,1.0,1480
1390,6000,1.0,1390
1940,5414,2.0,1940
2960,4750,2.0,2960
4320,19225,1.0,2160
1500,7112,1.0,760
840,10465,1.0,840
3560,46644,2.0,3560
2390,9968,1.0,1390
1200,5478,1.0,1200
2570,5000,2.0,2570
2180,6000,1.0,1430
3450,48787,2.0,3450
2020,5613,2.0,2020
2480,7480,2.0,2480
1140,3104,2.0,1140
1530,9465,1.0,1530
1700,8160,1.0,1120
2150,8480,1.0,1610
1190,7840,1.5,1190
1730,4131,2.0,1480
1400,9546,1.0,1400
2200,4240,2.0,2200
960,4600,1.0,960
1770,6000,1.0,1100
2970,5722,2.0,2970
1590,3121,2.0,1590
3350,4007,2.0,2550
3370,9629,2.0,3370
1960,3480,2.0,1960
1360,6603,1.0,1360
2780,6000,2.0,2780
3000,9793,2.0,3000
3600,203425,2.0,3400
990,3000,1.0,990
2990,4200,2.0,2000
1200,6600,1.5,1200
1530,15975,1.0,970
1440,4920,1.0,720
1940,167125,1.0,1480
2140,8100,2.0,2140
2330,3800,1.5,1360
2734,210201,2.0,2734
1950,10633,1.0,1250
1440,7198,1.0,990
1530,7906,1.0,1150
1910,77574,1.0,1910
1750,8220,1.0,1750
1600,45613,2.0,1600
1750,11180,1.0,1750
940,4800,1.0,940
880,6345,1.0,880
1650,8254,1.0,1060
3820,13224,2.0,3280
1900,9630,1.0,1900
3720,8448,1.0,1960
1410,5120,1.5,1210
960,5700,1.0,960
1930,5570,1.0,1930
3420,9575,2.0,3420
3010,3400,2.0,2240
1780,5000,1.5,1780
2080,11050,1.0,2080
1250,5208,1.0,1050
2257,10117,1.0,1363
1670,5000,1.5,1670
2250,13500,2.0,2250
1650,221720,1.0,1650
2880,11965,2.0,2880
3620,403693,2.0,3620
1950,6504,1.0,1530
2280,9491,1.0,1290
1740,4736,1.5,1040
1220,7876,1.0,1220
2260,9703,1.0,1660
1790,61419,2.0,1790
2440,7093,2.0,2440
1400,9600,1.0,1400
1810,3292,2.0,1810
1400,4500,1.0,900
1400,4500,1.0,900
2010,6294,2.0,2010
2520,2152,1.5,1560
3060,16000,2.0,3060
2150,4000,2.0,2150
2880,9750,2.0,2880
1300,3865,1.0,1300
2770,39927,1.0,1580
1780,14810,1.0,1180
3730,15029,2.0,2440
930,7740,1.0,930
930,7740,1.0,930
1460,426450,1.0,960
1310,8454,1.0,1310
2770,10274,2.0,2770
3140,5445,2.0,2240
1770,9239,2.0,1770
1220,7585,1.0,1220
2190,4944,2.0,2190
1800,5465,1.0,900
3100,10014,1.0,1660
2270,4399,2.0,2270
1300,8184,2.0,1300
1769,9300,1.0,1769
3370,15625,1.0,1770
1630,5361,2.0,1630
2470,7658,1.0,1480
2600,8572,2.0,2600
1800,12440,1.0,1220
2240,4616,2.0,1840
1960,13100,1.0,1650
1710,6556,1.5,1200
2140,4959,1.0,1080
1400,6200,1.0,700
890,2100,1.0,760
1820,4000,2.0,1820
1860,12000,1.0,1860
1220,22443,1.0,1220
2300,4637,2.0,2300
1520,4700,2.0,1520
1440,3225,1.0,960
1170,8148,1.0,1170
1170,8148,1.0,1170
3200,53357,2.0,3200
4470,35124,2.5,4470
2570,4557,2.0,2570
2370,7916,2.0,2370
1800,10150,1.5,1800
2300,7000,1.0,1290
3240,33661,2.0,3240
2280,18241,1.0,960
1870,12500,1.0,1030
1820,99752,1.0,1820
2390,6282,1.0,1290
2110,6708,1.0,1410
980,4800,1.0,980
1250,7710,1.0,1250
3680,13351,2.0,3680
2230,8163,1.0,1230
1230,9300,1.5,1230
2093,10350,1.5,2093
1660,12865,1.0,1660
1630,20750,1.0,1100
1677,7209,2.0,1677
2990,6383,2.0,2990
2150,262231,1.5,2150
2890,15067,2.0,2890
3050,158558,1.0,3050
1410,2500,2.0,1410
2280,2432,2.0,1520
1260,5800,1.0,1260
1460,4350,2.0,1460
1600,14000,1.0,1310
2020,8531,1.0,2020
1170,11530,1.0,1170
1170,11530,1.0,1170
1280,11071,1.0,850
2680,15508,2.0,2680
1770,8571,1.0,1270
4790,12957,2.0,3110
1300,8500,1.0,1300
2610,7700,1.0,1700
4500,35200,1.0,4500
2100,7366,2.0,2100
1340,7605,1.0,1340
970,6180,1.0,970
2200,7200,1.0,1270
990,5000,1.0,990
1180,5000,1.0,880
980,6530,1.0,980
2370,9636,1.0,1660
1910,10583,1.5,1910
5270,12195,2.0,3400
1430,8400,1.0,1430
2490,7694,2.0,2490
2000,8317,1.5,2000
2600,19275,1.0,1620
2880,3750,2.0,2270
1010,8863,1.0,1010
3290,5600,2.0,2670
1530,18400,1.5,1530
2020,15810,1.0,1620
1340,9975,1.0,1340
2180,5367,2.0,2180
2870,9680,1.0,1440
2070,9697,2.0,1330
930,7080,1.0,930
2270,9822,2.0,2270
1630,7900,1.0,1130
2770,89298,2.0,2770
4010,37076,2.0,4010
1970,8390,1.0,1140
790,6000,1.0,790
1740,8424,1.0,1040
1130,8184,1.0,1130
1180,4000,1.0,1040
2350,4000,2.0,2350
2350,4000,2.0,2350
1850,6869,1.0,1100
3220,6224,1.5,3220
2050,11313,1.0,1520
1430,8470,1.0,1190
3210,8938,2.0,3210
3520,12350,1.0,1530
2260,8120,2.0,2260
3290,6422,2.0,3290
1640,2128,2.0,1640
1580,5340,1.0,1130
1940,8270,2.0,1940
1580,8506,2.0,1580
1750,11340,1.0,1300
1810,7350,1.0,1200
1970,106722,1.0,1970
1770,5146,2.0,1770
1800,6000,1.0,900
1500,11616,1.0,1100
940,6695,1.0,940
2340,6183,1.0,1210
840,9480,1.0,840
840,9480,1.0,840
2940,5432,3.0,2440
3180,3680,2.0,2190
2020,3440,1.5,1480
820,4320,1.0,820
4060,136290,1.0,2810
2660,22194,1.0,2180
1010,11244,1.0,1010
710,5120,1.0,710
980,7228,1.5,980
1100,5400,1.5,1100
2840,6010,2.0,2840
2300,7524,2.0,2300
5370,20388,2.0,5370
2280,9899,2.0,2280
1010,7740,1.0,890
1420,6600,1.0,1160
2100,8800,1.0,1250
3110,49765,1.0,3110
2160,9540,2.0,2160
820,6250,1.0,820
4340,9108,1.0,2170
2100,9066,1.0,1440
1250,8840,1.0,910
3870,43787,2.0,2700
1360,2693,2.0,1360
1400,8684,1.5,1400
1450,7375,1.0,1010
1880,16617,1.0,960
1380,953,3.0,1380
2910,15626,1.5,2510
1380,10529,1.0,1380
3100,11985,1.0,1790
1400,25500,1.0,1400
1650,6840,1.5,1650
840,5525,1.0,840
2550,45254,2.0,2550
2820,11770,2.0,1630
1710,4080,1.0,1130
820,5200,1.0,820
2620,33578,2.0,2620
2430,23400,1.0,2430
1560,7424,1.0,1560
3060,6826,2.0,3060
1680,4584,2.0,1680
3320,15022,2.0,3320
2390,8315,2.0,2390
1360,5840,1.0,1360
1800,9236,1.0,1800
1160,9525,1.0,1160
4160,35654,2.0,2760
1660,3200,2.0,1660
1410,6030,1.5,1410
2230,9625,1.0,1180
1700,4000,2.0,1700
2070,8337,2.0,2070
2300,12682,1.0,2300
3040,9690,1.0,1940
1220,3568,1.5,1220
960,3960,1.0,960
1480,10094,1.0,1480
1560,5130,1.0,1150
1100,33600,1.0,1100
900,5750,1.0,900
2400,7700,1.5,1500
2320,15024,2.0,2320
2570,5590,1.0,1580
1300,9638,1.0,1300
2930,10148,2.0,2930
720,7200,1.0,720
2350,10655,2.0,2350
2940,7590,2.0,2940
2020,3000,1.0,1010
1430,365904,1.0,1010
950,6951,1.0,950
1250,4320,1.0,850
1300,5120,1.5,1300
2520,3360,1.5,1550
1330,7125,2.0,1330
2480,3240,1.5,1890
3020,10010,1.0,1510
1770,8240,1.0,1240
1930,6533,1.0,1230
1650,7047,2.0,1650
2580,9601,2.0,2130
2570,10078,1.5,2570
2880,7560,1.0,1440
2660,4500,1.5,1860
1560,5225,1.5,1260
3080,8448,2.0,3080
2540,7200,1.0,1270
3080,8163,1.0,1580
2190,7258,2.0,2190
2930,150945,2.0,2930
2880,20274,1.0,1660
2160,98445,2.0,2160
2110,18815,2.0,2110
1830,5720,2.0,1830
3180,7650,2.0,2530
1880,6047,2.0,1880
1140,8180,1.0,1140
1798,11232,1.0,1798
1670,5209,1.5,1670
2580,11060,1.0,2580
3720,12384,1.0,1860
2790,7956,2.0,2790
2190,5091,2.0,2190
2280,2850,1.5,1540
1100,5200,1.0,1100
2180,7000,1.0,1680
2770,9798,2.0,2770
1980,18730,1.0,1280
4180,17935,2.0,4180
3030,31920,1.0,1670
1690,1553,2.5,1690
1990,65340,2.0,1990
2250,8970,1.0,1500
2080,2050,1.5,1550
2460,41343,1.0,2460
2588,5702,2.0,2588
2570,12039,1.0,1910
2370,12753,2.0,2370
1070,10563,1.0,1070
1940,5820,1.5,1150
2650,2387,2.0,1830
2290,6318,2.0,2290
2050,9143,2.0,2050
2680,5497,2.0,2680
1520,8100,1.0,760
2690,435600,2.0,2690
1180,844,2.0,990
3030,9500,2.0,3030
1400,11400,2.0,1400
3000,8100,2.0,3000
1200,9800,1.0,1200
1000,6947,1.0,1000
2740,5339,2.5,2740
1990,4978,2.0,1990
2110,7794,1.0,2110
1830,1850,2.0,1690
940,7980,1.0,940
2980,10179,2.0,2980
2260,11305,1.0,1130
3470,70131,1.0,1750
1510,10450,1.0,1510
2710,5722,2.0,2040
2080,2625,2.0,2080
1860,10856,1.0,1260
2120,9350,1.0,1280
1110,8375,1.0,1110
5190,12637,2.0,5190
1520,15344,1.0,1520
2650,9990,2.0,2650
3350,7857,2.0,3350
1770,2800,1.5,1770
2200,4692,2.0,2200
2000,8424,1.0,1300
1730,15003,1.0,1150
1300,7907,1.0,900
2950,67475,1.0,2530
1720,954,3.0,1460
880,4558,1.0,880
1790,13200,1.0,1220
1380,7600,1.0,790
1530,1840,2.0,1240
2330,4947,1.0,1380
1540,9629,1.0,1540
3210,8630,2.0,2530
1130,5758,1.0,960
1460,7526,1.0,1460
1410,7215,1.0,1410
1750,5080,1.5,1750
1370,5125,1.0,1370
1780,23819,1.0,1780
1890,4500,2.0,1490
1630,12295,2.0,1630
2320,8100,1.0,1160
2580,4636,2.0,2580
1470,2034,2.0,1470
2298,10140,1.0,2298
1960,4709,2.0,1960
2950,8036,1.5,1950
670,7312,1.0,670
3020,15305,2.0,2230
2390,7309,2.0,2390
3090,20785,2.0,3090
1780,5000,1.0,890
1420,81892,1.0,1180
2420,15482,2.0,2420
1480,3844,1.5,1480
2190,3850,2.0,2190
1820,6137,1.5,1690
1810,24586,1.0,930
2550,4089,2.0,2550
1360,3880,1.0,1060
2259,26831,1.5,1491
3880,14550,2.0,3880
2730,5000,1.0,1780
2800,17279,1.0,1560
4290,7019,2.5,3590
1770,3993,2.0,1770
1920,10961,2.0,1920
2320,4000,1.5,1510
2961,12146,2.0,2961
1680,7385,2.0,1680
1590,27200,1.5,1590
1420,16400,1.5,1420
1370,9460,1.0,1370
2620,4558,2.0,2620
1810,17006,2.0,1810
4730,47870,1.0,2940
700,6000,1.0,700
2390,6979,2.0,2390
2070,8127,1.5,1590
1780,8149,1.5,1780
1900,21780,1.5,1900
1040,4040,1.0,940
2370,5000,1.5,1770
1970,3667,2.0,1970
2120,9921,2.0,2120
1960,9535,2.0,1960
2660,4000,2.0,2170
1180,14258,2.0,1180
2390,6550,1.0,1440
1250,7592,1.0,1250
2600,13674,1.0,1300
940,3800,1.0,940
3880,13000,2.0,3880
1530,2913,2.0,1530
2430,5000,2.0,1760
1030,4841,1.0,920
2740,16007,2.0,2740
1180,1034,2.0,1120
3090,9238,1.0,1680
1060,9663,1.0,1060
790,5985,1.0,790
3070,8250,1.0,2100
2100,58488,2.0,2100
1100,1737,2.0,1100
1070,4200,1.0,1070
2190,12825,1.0,1520
3450,6873,2.0,2750
2070,3599,2.0,2070
1190,5200,1.0,1190
600,1500,1.0,600
940,8400,1.0,940
1280,12928,1.5,1280
1370,7500,1.0,1370
2450,15001,1.0,1980
1970,15743,1.0,1370
2910,9000,1.0,2130
760,5240,1.0,760
1270,8422,1.0,1270
1570,4875,1.0,1310
2310,5650,1.0,1330
1900,5000,1.0,950
3780,5160,2.0,2510
1060,9946,1.0,1060
1880,10032,1.0,1880
1160,8636,1.0,1160
860,4013,1.0,860
1590,8000,1.0,910
1170,6543,1.0,1170
1190,8100,1.0,830
1300,11400,1.0,1300
1660,8281,1.0,1660
1160,6120,1.0,1160
1950,9618,2.0,1950
2470,3811,2.0,2470
1430,12420,1.0,1430
1970,9607,2.0,1090
1400,10018,1.0,1400
1510,344124,1.0,1510
5350,14400,2.5,5020
920,6612,1.0,920
7620,29536,2.0,5980
2490,4751,2.0,2490
3030,16000,2.0,3030
1650,7200,1.0,1650
1210,12500,1.0,1210
2990,7389,1.5,2090
1060,5144,1.0,1060
2680,6120,1.0,1340
1790,45738,1.0,1410
2690,17461,2.0,2690
770,9497,1.0,770
2700,16570,1.0,1750
2620,9157,2.0,2620
930,747,2.0,630
1340,7000,1.0,1340
1470,18459,2.0,1470
2330,4160,2.0,2330
1730,11325,1.0,1730
2780,7838,2.0,2780
1200,7131,1.0,1200
4430,21000,2.0,4430
1820,4418,2.0,1820
1300,4659,1.0,1300
680,6600,1.0,480
780,4132,1.0,780
2430,7614,1.5,1900
1750,32500,1.0,1750
1610,5100,1.5,1010
2120,7620,2.0,2120
1430,4850,1.0,930
1360,8100,1.5,1360
2530,5000,1.5,1690
3270,9146,2.0,3270
2620,8050,1.0,1520
1810,8232,1.0,1810
2120,9653,2.0,2120
2190,41000,2.0,2190
980,7606,1.0,980
2230,4400,2.0,1730
1540,9279,1.0,1540
980,7296,1.0,980
2120,3640,2.0,2120
2090,12112,2.0,2090
1620,1377,2.0,1100
1650,11256,1.0,1250
3230,7766,2.0,3230
2790,5420,1.0,1130
1600,7916,2.0,1600
1790,4358,2.0,1790
2060,15050,1.5,2060
1370,41194,1.5,1370
6200,13873,2.0,4440
1510,43560,1.0,1510
1280,9898,1.0,1280
2180,11056,1.0,1370
1440,11210,1.0,1130
1580,16215,1.0,1580
1580,5750,1.0,790
1730,8505,1.5,1730
700,13500,1.0,700
2030,18295,1.5,2030
2500,10330,2.0,2500
2605,2216,2.0,2090
910,4191,1.0,910
3560,6480,2.5,3560
1140,3395,1.0,620
1000,3513,1.0,1000
3010,7953,2.0,3010
2110,8700,1.0,1760
910,8700,1.0,910
2050,5000,2.0,1370
1090,10481,1.0,780
2100,12338,2.0,2100
1000,8018,1.0,1000
4410,58157,2.0,2330
1800,10200,1.0,1800
920,7716,1.0,920
1410,7265,1.0,1410
1860,48076,1.5,1860
2100,8400,1.0,1240
1030,4365,1.0,1030
940,8997,1.0,940
1340,5995,2.0,1340
850,6000,1.0,850
2130,4400,1.0,1430
2430,6796,2.0,2430
2290,39000,2.0,2290
1230,10005,1.0,1230
1150,27319,1.0,1150
2120,3600,2.0,2120
980,3400,1.0,980
2130,219978,2.0,2130
1050,4800,1.0,1050
1820,6848,1.0,1820
2210,5750,2.0,1710
2490,9639,1.0,1610
4140,24190,2.0,4140
1210,3090,1.0,860
1010,4000,1.0,1010
2050,8750,1.0,1300
2060,3300,2.0,1500
1560,7200,1.0,860
1780,4000,2.0,1780
1460,10000,1.0,1460
3030,6813,2.0,3030
980,3000,1.5,980
1450,7245,1.0,1450
3230,17833,2.0,3230
1520,1020,3.0,1520
1410,7000,1.5,1410
1390,13200,2.0,1390
2230,5000,1.5,1510
2110,12653,2.0,2110
2270,11472,1.0,1370
2530,10611,1.0,1320
1900,5470,1.0,1180
2390,8432,2.0,2390
3160,6540,1.0,1580
900,2728,2.0,900
3610,17483,2.0,3610
2070,4200,1.5,1670
1850,5444,2.0,1850
1440,9711,1.0,1140
2590,15229,2.0,2590
1140,5250,1.5,1140
2760,5040,2.0,2760
1310,4800,1.5,1110
1870,7189,1.0,1270
1900,18000,1.0,1280
2860,6000,2.5,2380
1640,5650,1.0,1640
1140,5500,1.5,1140
2590,9394,1.0,1390
2160,5200,1.0,1320
3260,58806,2.0,3260
1660,3800,1.5,1660
1640,6044,2.0,1640
2620,5457,2.0,2620
950,6000,1.0,790
900,8100,1.0,900
1650,7313,1.0,1220
1800,3980,2.0,1800
1480,4200,1.5,1480
1040,6250,1.0,1040
2300,5611,1.0,2300
2480,8906,1.0,1240
1970,10358,1.0,1540
1530,3503,1.0,830
970,18557,1.0,970
2920,252648,2.0,2920
970,7700,1.0,970
680,5250,1.0,680
2640,6738,2.0,2640
4200,30120,2.0,3600
1980,7521,1.0,1180
2980,27144,1.5,2180
1630,1677,3.0,1630
1780,4520,1.0,890
1210,8400,1.0,780
1010,7245,1.0,1010
2570,5000,1.0,1480
2770,5320,2.0,2440
2290,9158,2.0,2290
1780,8400,1.0,1080
2150,4500,1.5,2150
1920,9306,1.0,1000
1220,11730,1.0,1220
2960,5500,2.0,2440
1500,19113,1.0,1500
2830,8625,1.0,1830
1580,7000,2.0,1580
1230,11601,1.0,910
2910,6338,2.0,2910
2370,15512,2.0,2370
1930,3500,1.5,1540
1780,5043,1.0,870
2760,6850,2.0,2760
1620,3640,1.0,900
2160,7525,2.0,2160
2190,6906,1.0,1040
3240,7857,2.0,3240
720,3255,1.0,720
1410,1340,2.0,1370
2980,5100,2.0,2370
1950,8025,1.0,1150
1100,8138,1.0,1100
1400,9087,1.0,1400
1710,7455,1.0,1030
2000,3600,1.0,1150
2000,3600,1.0,1150
1440,2618,1.5,1440
1520,3370,2.0,1520
1440,13300,1.0,1440
1010,10005,2.0,1010
2440,9727,2.0,2440
2480,7200,1.0,1560
1090,22080,1.0,1090
1480,32700,1.0,1380
2800,11325,1.0,1400
1820,4500,1.5,1820
5840,11652,2.0,4410
2980,3600,2.0,2150
1220,7300,1.0,1220
1830,9758,1.0,1300
2900,5505,2.0,2900
1940,5980,1.0,1520
1750,7800,1.0,1750
1850,17808,1.0,1210
3220,4400,2.0,2180
1080,6052,1.0,1080
3990,18897,2.0,3090
920,3600,1.0,820
1290,9760,1.0,1290
2090,4196,2.0,2090
1900,3366,2.0,1900
1360,7132,1.5,1360
1000,4000,1.5,1000
2170,4080,2.0,1920
820,16030,1.0,820
1090,7400,1.0,1090
1830,7897,1.0,1290
3010,6903,2.0,3010
4150,17424,1.0,3130
2930,4320,2.0,2130
1520,5649,2.0,1520
1250,9486,1.0,1250
2760,6000,2.0,2230
1330,7848,1.0,1330
1700,5100,1.5,1500
2050,4000,1.5,1210
3140,10437,1.0,2040
2030,4080,1.5,1840
2100,7920,1.5,1400
1010,12705,1.0,1010
1980,113691,1.0,1980
2100,8290,2.0,2100
840,6654,1.0,840
1690,5080,1.0,1190
2140,26600,1.0,2140
1810,1988,2.0,1350
2600,7210,2.0,2600
1650,8400,1.0,1470
2460,4800,1.0,1230
4320,7620,2.0,2880
2600,15000,2.0,2600
1930,5790,2.0,1930
2190,5400,1.0,1260
1420,10980,1.0,1200
2090,3002,2.0,1670
2290,14374,2.0,2290
2470,11900,2.0,2290
840,8400,1.0,840
2100,4480,1.0,1400
1360,11250,1.0,1360
3420,22421,1.0,2270
1930,2960,1.5,1490
2180,10140,1.0,1180
1670,12056,1.0,1670
2720,6427,1.0,1650
3170,9900,2.0,3170
1610,6300,1.0,1010
2370,4950,2.0,2370
2590,18980,1.0,2590
2850,7130,2.0,1990
1660,4800,1.5,1660
5550,12968,2.0,5550
2200,7620,1.0,1130
2020,6628,1.0,1250
1760,9600,1.0,1760
1810,4970,2.0,1810
1310,8440,1.0,1310
3000,8584,2.0,3000
1080,5000,1.0,1080
2170,2738,1.5,1550
740,4275,1.0,740
5290,224442,2.0,4540
5290,224442,2.0,4540
2370,7878,2.0,2370
1890,3330,1.5,1390
1160,6134,1.0,1160
1550,7350,1.5,1550
3090,67082,2.0,3090
2610,5240,2.0,2610
1230,8250,1.0,1230
1280,5547,2.0,1280
1880,7560,1.0,940
1220,8409,1.0,1220
1350,1252,2.0,1120
2370,15336,2.0,2370
3040,11651,2.0,3040
2080,217800,1.0,2080
1560,4141,1.0,880
2980,5809,2.0,2980
870,5689,1.0,870
1660,10716,1.0,1100
1870,9000,1.0,1440
1410,9656,1.0,960
2180,8000,1.0,1630
2620,8960,1.0,1520
2450,7051,1.0,1870
3250,4650,2.0,3250
1150,7080,1.0,1150
2780,6978,2.0,2780
1360,13320,1.0,1360
2810,14207,1.0,1540
1780,11130,1.0,1780
1100,10125,1.0,1100
2230,5348,2.0,2230
1710,1904,2.0,1140
2620,9873,2.0,2620
1990,4725,1.5,1190
1450,8450,1.0,1450
1630,9010,1.0,1050
730,1942,1.0,730
1980,3300,1.5,1140
1730,36356,1.5,1730
1350,217852,1.0,1100
1410,5000,1.0,740
2360,10081,1.0,1180
1190,8450,1.0,1190
3760,10920,1.5,2400
1220,12426,1.0,1220
2920,32219,2.0,2920
1590,5136,1.5,1320
3510,10930,2.0,3510
1320,1310,3.0,1320
1610,11250,1.0,1090
1410,8053,1.0,1410
2170,10500,1.0,1570
1890,4800,1.5,1390
3260,5000,2.0,3260
2080,12714,2.0,1540
2040,4005,1.5,1740
1250,9035,1.0,1250
850,8050,1.0,850
850,8050,1.0,850
1600,8400,1.0,1600
2400,6975,2.0,2400
1870,4894,2.0,1750
1720,9605,1.0,860
1030,9834,1.0,1030
1190,1499,2.0,1100
910,2002,1.5,910
1290,47044,1.0,1150
1530,1324,2.0,1280
2330,33750,2.0,2330
2090,7667,1.0,1200
1570,7000,2.0,1050
1560,26099,1.0,1560
1500,4120,1.5,880
2160,5005,1.0,1430
780,5000,1.0,780
2340,17541,1.0,1360
3570,30456,1.0,2070
720,5100,1.0,720
2990,102366,1.0,2990
1860,13939,1.0,1860
1950,13440,1.5,1950
1860,9003,1.0,1490
1550,6039,1.0,830
1610,6205,1.0,1210
1810,4500,1.0,980
1730,4248,2.0,1730
1230,23522,1.0,1230
2130,3420,1.5,1730
2190,11060,1.0,1610
4130,10404,2.0,4130
1680,9766,2.0,1680
1480,8381,1.0,1480
1790,10200,1.0,1210
2810,2700,2.0,1900
2360,10000,1.0,1980
1460,7361,1.0,1460
2160,8114,1.0,1460
2610,9132,1.0,1320
2170,4587,2.0,2170
2160,12960,1.0,1360
2020,7070,1.0,1010
2980,5000,2.0,2980
1300,2970,1.0,990
3090,10730,2.0,2420
2280,7229,2.0,2280
1260,8614,1.0,1260
1530,4387,1.0,1020
1830,8133,1.0,1390
1610,10292,1.0,1190
2170,5500,2.0,2170
5020,26319,2.0,5020
1620,7772,2.0,1620
1080,7942,1.0,1080
1940,37565,1.0,1940
844,4269,1.0,844
2360,4638,2.0,2360
2010,2261,2.0,1390
800,3060,1.5,800
970,5922,1.5,970
3720,7150,2.0,3720
2010,7447,2.0,2010
1430,4080,1.5,1430
2250,11520,1.0,2250
2130,8742,1.0,1330
1620,12482,1.0,1290
3140,3680,2.0,2310
870,7975,1.0,870
1820,8217,1.0,1120
1510,9153,1.0,1510
1320,7540,1.0,1320
1800,7318,2.0,1800
1120,6380,1.0,1120
2160,22702,1.0,2160
3220,6399,2.0,3220
960,5000,1.0,960
2640,4400,1.5,1840
2430,7243,2.0,2430
1470,7137,1.0,1020
2040,15463,1.0,1340
1670,6666,2.0,1670
1010,7515,1.0,1010
540,10125,1.0,540
1240,4800,1.0,800
1510,8385,1.0,1510
1820,5750,1.0,1120
1000,5026,1.0,760
2040,11772,1.0,1030
3690,11191,1.0,2190
2310,11993,2.0,2310
1090,9605,1.0,1090
1150,3000,1.0,1150
2100,3916,2.0,2100
2150,16728,1.0,1240
2500,6000,1.5,1730
3530,9385,1.5,3530
1290,6600,1.0,870
2010,10816,1.0,1410
420,6720,1.0,420
2180,4000,2.0,2180
1150,8184,1.5,1150
2000,5100,1.0,1130
2780,7786,1.0,1390
1550,7764,1.0,1550
2180,12875,1.0,1480
1570,3600,1.5,1320
2260,33042,1.0,1660
1600,3200,1.5,1600
1630,5000,1.0,930
890,4810,1.0,890
1350,9450,1.0,1350
2850,11860,1.0,2850
1350,165092,1.0,1350
3280,79279,1.0,3280
1090,6000,1.0,1090
2990,9374,2.0,2990
1340,63597,1.0,1340
1340,63597,1.0,1340
720,5160,1.0,720
2330,8627,1.0,1480
1280,5728,1.5,1280
1570,1269,2.0,1280
1510,5500,1.5,1510
2470,8536,2.0,2470
1190,3400,1.0,990
1981,4828,2.0,1981
1590,7810,1.0,1590
1150,7700,1.0,1150
2160,7200,1.5,1220
1770,30689,1.0,1770
2470,8840,2.0,1780
1710,8998,2.0,1710
1860,2670,2.0,1860
1150,6480,1.5,1150
3850,9457,2.0,2910
3410,9600,1.0,1870
1890,43560,1.0,1890
3200,43560,2.0,3200
2170,65340,1.5,1670
2390,6426,2.0,2390
1410,7566,1.0,1410
740,4459,1.0,740
2150,25705,1.5,2150
2180,6500,2.0,1410
820,5040,1.0,820
5480,10800,2.0,4430
1960,7875,1.0,1220
1270,3200,1.0,960
1710,5200,1.0,1030
1930,9000,1.0,1150
1200,4500,1.0,1200
1680,17409,1.0,1680
1300,6075,1.0,1300
1540,3237,2.0,1540
870,4000,1.0,870
1890,5400,2.0,1610
2050,8913,1.0,1330
880,18109,1.0,880
2780,4000,2.0,1960
1160,10988,1.0,1160
2300,7600,1.0,1400
3140,12792,2.0,3140
2300,6200,1.0,1150
2900,23550,1.0,1490
1920,8223,2.0,1920
1150,7486,1.0,1150
3120,8792,2.0,3120
2560,7798,1.0,1890
1410,4303,1.5,1410
970,8580,1.0,970
3620,8131,2.0,2730
880,5100,1.0,880
1900,3783,1.5,1110
2540,4241,2.0,2540
1690,7794,1.0,1090
1120,6653,1.0,1120
2130,9339,1.0,1330
3420,79279,2.0,3420
1900,11165,1.0,1900
3730,16950,2.0,3730
1790,2003,2.0,1480
2250,7345,1.0,1320
2880,13500,1.0,1520
1780,2788,1.0,890
1580,12177,1.0,1200
3260,9253,2.0,3260
3180,9603,2.0,3180
2460,4240,1.0,1230
8670,64033,2.0,6120
1020,4980,1.0,850
1630,9403,1.0,1630
3290,11446,2.0,3290
1940,3784,2.0,1940
1350,11150,1.0,1110
1110,6060,1.0,1110
2993,19400,2.0,2233
2280,7200,2.0,2280
3800,15500,1.0,2490
850,8400,1.0,850
1560,8456,1.0,1560
1000,3844,1.0,900
1400,5100,1.5,1400
1540,5120,1.0,770
3570,10273,1.5,2630
800,5280,1.0,800
1160,3750,1.5,1160
1010,7690,1.0,1010
1010,7690,1.0,1010
2390,57599,2.0,2390
1610,4611,2.0,1610
2400,7260,1.0,1440
1800,5816,1.0,900
2110,3000,2.0,2110
960,7000,1.0,960
2600,5238,1.5,1890
1340,10224,1.0,1340
1410,5000,1.0,980
2390,12292,1.0,2390
1180,834,3.0,1180
1040,16986,1.0,1040
1840,9929,1.0,1200
2630,4000,2.0,1810
2640,25038,2.0,2640
1720,3132,2.0,1720
2320,7500,1.0,1220
1840,5664,2.0,1270
2890,15891,2.0,2890
2200,7706,2.0,2200
1660,5150,1.5,1280
2170,9900,1.0,1690
3310,5000,2.0,3310
1450,3840,1.0,950
1440,11325,1.0,1440
1760,7700,1.0,1760
3170,7187,2.0,3170
1250,4576,1.0,1040
3280,209088,2.0,3280
2460,10401,1.0,1700
1470,10125,1.0,1470
1780,15648,1.5,1780
1580,8475,1.5,1580
1630,2946,1.5,1630
2240,9240,1.0,1120
2430,54059,2.0,2430
1940,5625,1.0,1440
1970,4058,2.0,1970
2050,6705,1.0,1230
1340,18552,1.5,1340
1880,9880,1.0,1880
860,12160,1.0,860
2140,2868,2.0,1770
3620,28064,2.0,2370
2370,7320,2.0,2370
1860,21876,2.0,1860
2110,5000,1.5,1640
1990,8501,2.0,1990
1820,9150,1.0,1320
3120,9400,1.0,1820
1190,3000,2.0,1190
